consultant_id,practice_area,level,month,available_hours,billable_hours,non_billable_hours,bench_hours,utilisation_pct,utilisation_target_pct
MP-0076,Technology & Digital,Manager,2023-06-01,168,135.0,25.0,8.0,80.4,75.0
MP-0076,Technology & Digital,Manager,2023-07-01,168,132.0,33.0,3.0,78.3,75.0
MP-0076,Technology & Digital,Manager,2023-08-01,168,100.0,31.0,37.0,59.5,75.0
MP-0076,Technology & Digital,Manager,2023-09-01,168,129.0,32.0,7.0,76.9,75.0
MP-0076,Technology & Digital,Manager,2023-10-01,168,153.0,37.0,0.0,90.8,75.0
MP-0076,Technology & Digital,Manager,2023-11-01,168,135.0,20.0,13.0,80.5,75.0
MP-0076,Technology & Digital,Manager,2023-12-01,168,91.0,29.0,48.0,54.3,75.0
MP-0076,Technology & Digital,Manager,2024-01-01,168,113.0,32.0,23.0,67.0,75.0
MP-0076,Technology & Digital,Manager,2024-02-01,168,96.0,21.0,51.0,57.3,75.0
MP-0076,Technology & Digital,Manager,2024-03-01,168,134.0,33.0,1.0,79.9,75.0
MP-0076,Technology & Digital,Manager,2024-04-01,168,130.0,32.0,6.0,77.6,75.0
MP-0076,Technology & Digital,Manager,2024-05-01,168,108.0,24.0,36.0,64.4,75.0
MP-0076,Technology & Digital,Manager,2024-06-01,168,123.0,21.0,24.0,73.0,75.0
MP-0076,Technology & Digital,Manager,2024-07-01,168,110.0,31.0,27.0,65.5,75.0
MP-0076,Technology & Digital,Manager,2024-08-01,168,135.0,23.0,10.0,80.2,75.0
MP-0076,Technology & Digital,Manager,2024-09-01,168,140.0,24.0,4.0,83.2,75.0
MP-0076,Technology & Digital,Manager,2024-10-01,168,133.0,28.0,7.0,78.9,75.0
MP-0076,Technology & Digital,Manager,2024-11-01,168,131.0,31.0,6.0,77.8,75.0
MP-0076,Technology & Digital,Manager,2024-12-01,168,111.0,40.0,17.0,66.0,75.0
MP-0077,Technology & Digital,Manager,2023-01-01,168,123.0,38.0,7.0,73.1,75.0
MP-0077,Technology & Digital,Manager,2023-02-01,168,138.0,31.0,0.0,82.4,75.0
MP-0077,Technology & Digital,Manager,2023-03-01,168,113.0,20.0,35.0,67.2,75.0
MP-0077,Technology & Digital,Manager,2023-04-01,168,129.0,40.0,0.0,76.8,75.0
MP-0077,Technology & Digital,Manager,2023-05-01,168,110.0,30.0,28.0,65.7,75.0
MP-0077,Technology & Digital,Manager,2023-06-01,168,135.0,36.0,0.0,80.1,75.0
MP-0077,Technology & Digital,Manager,2023-07-01,168,93.0,39.0,36.0,55.4,75.0
MP-0077,Technology & Digital,Manager,2023-08-01,168,119.0,32.0,17.0,70.8,75.0
MP-0077,Technology & Digital,Manager,2023-09-01,168,135.0,26.0,7.0,80.5,75.0
MP-0077,Technology & Digital,Manager,2023-10-01,168,118.0,17.0,33.0,70.0,75.0
MP-0077,Technology & Digital,Manager,2023-11-01,168,129.0,18.0,21.0,76.9,75.0
MP-0077,Technology & Digital,Manager,2023-12-01,168,120.0,30.0,18.0,71.6,75.0
MP-0077,Technology & Digital,Manager,2024-01-01,168,118.0,24.0,26.0,69.9,75.0
MP-0077,Technology & Digital,Manager,2024-02-01,168,107.0,29.0,32.0,63.7,75.0
MP-0077,Technology & Digital,Manager,2024-03-01,168,133.0,26.0,9.0,79.0,75.0
MP-0077,Technology & Digital,Manager,2024-04-01,168,122.0,33.0,13.0,72.5,75.0
MP-0077,Technology & Digital,Manager,2024-05-01,168,133.0,17.0,18.0,79.4,75.0
MP-0077,Technology & Digital,Manager,2024-06-01,168,145.0,25.0,0.0,86.2,75.0
MP-0077,Technology & Digital,Manager,2024-07-01,168,129.0,34.0,5.0,76.8,75.0
MP-0077,Technology & Digital,Manager,2024-08-01,168,112.0,20.0,36.0,66.4,75.0
MP-0077,Technology & Digital,Manager,2024-09-01,168,134.0,32.0,2.0,79.6,75.0
MP-0077,Technology & Digital,Manager,2024-10-01,168,123.0,35.0,10.0,73.2,75.0
MP-0077,Technology & Digital,Manager,2024-11-01,168,109.0,39.0,20.0,64.9,75.0
MP-0077,Technology & Digital,Manager,2024-12-01,168,98.0,35.0,35.0,58.4,75.0
MP-0078,Technology & Digital,Manager,2023-01-01,168,136.0,20.0,12.0,80.8,75.0
MP-0078,Technology & Digital,Manager,2023-02-01,168,126.0,25.0,17.0,75.1,75.0
MP-0078,Technology & Digital,Manager,2023-03-01,168,122.0,25.0,21.0,72.3,75.0
MP-0078,Technology & Digital,Manager,2023-04-01,168,135.0,34.0,0.0,80.6,75.0
MP-0078,Technology & Digital,Manager,2023-05-01,168,126.0,30.0,12.0,74.8,75.0
MP-0078,Technology & Digital,Manager,2023-06-01,168,132.0,33.0,3.0,78.4,75.0
MP-0078,Technology & Digital,Manager,2023-07-01,168,115.0,21.0,32.0,68.3,75.0
MP-0078,Technology & Digital,Manager,2023-08-01,168,113.0,40.0,15.0,67.4,75.0
MP-0078,Technology & Digital,Manager,2023-09-01,168,129.0,39.0,0.0,76.8,75.0
MP-0078,Technology & Digital,Manager,2023-10-01,168,125.0,41.0,2.0,74.2,75.0
MP-0078,Technology & Digital,Manager,2023-11-01,168,119.0,30.0,19.0,71.1,75.0
MP-0078,Technology & Digital,Manager,2023-12-01,168,91.0,20.0,57.0,54.3,75.0
MP-0078,Technology & Digital,Manager,2024-01-01,168,129.0,19.0,20.0,76.6,75.0
MP-0078,Technology & Digital,Manager,2024-02-01,168,116.0,37.0,15.0,69.3,75.0
MP-0078,Technology & Digital,Manager,2024-03-01,168,128.0,38.0,2.0,76.1,75.0
MP-0078,Technology & Digital,Manager,2024-04-01,168,126.0,35.0,7.0,75.2,75.0
MP-0078,Technology & Digital,Manager,2024-05-01,168,102.0,28.0,38.0,60.6,75.0
MP-0078,Technology & Digital,Manager,2024-06-01,168,110.0,30.0,28.0,65.3,75.0
MP-0078,Technology & Digital,Manager,2024-07-01,168,141.0,26.0,1.0,83.7,75.0
MP-0078,Technology & Digital,Manager,2024-08-01,168,106.0,18.0,44.0,63.2,75.0
MP-0078,Technology & Digital,Manager,2024-09-01,168,142.0,26.0,0.0,84.5,75.0
MP-0078,Technology & Digital,Manager,2024-10-01,168,149.0,21.0,0.0,88.8,75.0
MP-0078,Technology & Digital,Manager,2024-11-01,168,144.0,32.0,0.0,86.0,75.0
MP-0078,Technology & Digital,Manager,2024-12-01,168,126.0,34.0,8.0,74.9,75.0
MP-0079,Technology & Digital,Manager,2023-01-01,168,115.0,21.0,32.0,68.6,75.0
MP-0079,Technology & Digital,Manager,2023-02-01,168,128.0,23.0,17.0,76.4,75.0
MP-0079,Technology & Digital,Manager,2023-03-01,168,144.0,40.0,0.0,85.6,75.0
MP-0079,Technology & Digital,Manager,2023-04-01,168,130.0,21.0,17.0,77.6,75.0
MP-0079,Technology & Digital,Manager,2023-05-01,168,124.0,31.0,13.0,73.7,75.0
MP-0079,Technology & Digital,Manager,2023-06-01,168,129.0,37.0,2.0,76.5,75.0
MP-0079,Technology & Digital,Manager,2023-07-01,168,124.0,36.0,8.0,73.8,75.0
MP-0079,Technology & Digital,Manager,2023-08-01,168,118.0,18.0,32.0,70.5,75.0
MP-0079,Technology & Digital,Manager,2023-09-01,168,144.0,28.0,0.0,85.8,75.0
MP-0079,Technology & Digital,Manager,2023-10-01,168,112.0,19.0,37.0,66.9,75.0
MP-0079,Technology & Digital,Manager,2023-11-01,168,104.0,27.0,37.0,61.9,75.0
MP-0079,Technology & Digital,Manager,2023-12-01,168,96.0,36.0,36.0,57.2,75.0
MP-0079,Technology & Digital,Manager,2024-01-01,168,134.0,28.0,6.0,79.5,75.0
MP-0079,Technology & Digital,Manager,2024-02-01,168,144.0,26.0,0.0,85.8,75.0
MP-0079,Technology & Digital,Manager,2024-03-01,168,111.0,36.0,21.0,66.0,75.0
MP-0079,Technology & Digital,Manager,2024-04-01,168,129.0,23.0,16.0,76.7,75.0
MP-0079,Technology & Digital,Manager,2024-05-01,168,130.0,40.0,0.0,77.2,75.0
MP-0079,Technology & Digital,Manager,2024-06-01,168,148.0,25.0,0.0,87.9,75.0
MP-0079,Technology & Digital,Manager,2024-07-01,168,123.0,22.0,23.0,73.0,75.0
MP-0079,Technology & Digital,Manager,2024-08-01,168,104.0,38.0,26.0,62.0,75.0
MP-0079,Technology & Digital,Manager,2024-09-01,168,119.0,23.0,26.0,71.0,75.0
MP-0079,Technology & Digital,Manager,2024-10-01,168,134.0,19.0,15.0,79.5,75.0
MP-0079,Technology & Digital,Manager,2024-11-01,168,109.0,38.0,21.0,64.9,75.0
MP-0079,Technology & Digital,Manager,2024-12-01,168,110.0,24.0,34.0,65.3,75.0
MP-0080,Technology & Digital,Manager,2023-01-01,168,140.0,26.0,2.0,83.1,75.0
MP-0080,Technology & Digital,Manager,2023-02-01,168,123.0,25.0,20.0,73.3,75.0
MP-0080,Technology & Digital,Manager,2023-03-01,168,135.0,24.0,9.0,80.2,75.0
MP-0080,Technology & Digital,Manager,2023-04-01,168,140.0,25.0,3.0,83.1,75.0
MP-0080,Technology & Digital,Manager,2023-05-01,168,125.0,21.0,22.0,74.2,75.0
MP-0080,Technology & Digital,Manager,2023-06-01,168,130.0,29.0,9.0,77.4,75.0
MP-0080,Technology & Digital,Manager,2023-07-01,168,101.0,19.0,48.0,60.2,75.0
MP-0080,Technology & Digital,Manager,2023-08-01,168,102.0,41.0,25.0,60.4,75.0
MP-0080,Technology & Digital,Manager,2023-09-01,168,106.0,19.0,43.0,63.1,75.0
MP-0080,Technology & Digital,Manager,2023-10-01,168,134.0,20.0,14.0,79.8,75.0
MP-0080,Technology & Digital,Manager,2023-11-01,168,125.0,33.0,10.0,74.4,75.0
MP-0080,Technology & Digital,Manager,2023-12-01,168,119.0,31.0,18.0,70.6,75.0
MP-0080,Technology & Digital,Manager,2024-01-01,168,149.0,30.0,0.0,88.8,75.0
MP-0080,Technology & Digital,Manager,2024-02-01,168,121.0,25.0,22.0,72.0,75.0
MP-0080,Technology & Digital,Manager,2024-03-01,168,134.0,40.0,0.0,79.8,75.0
MP-0080,Technology & Digital,Manager,2024-04-01,168,101.0,32.0,35.0,60.4,75.0
MP-0080,Technology & Digital,Manager,2024-05-01,168,108.0,29.0,31.0,64.4,75.0
MP-0080,Technology & Digital,Manager,2024-06-01,168,97.0,30.0,41.0,57.7,75.0
MP-0080,Technology & Digital,Manager,2024-07-01,168,130.0,23.0,15.0,77.4,75.0
MP-0080,Technology & Digital,Manager,2024-08-01,168,111.0,22.0,35.0,66.3,75.0
MP-0080,Technology & Digital,Manager,2024-09-01,168,136.0,41.0,0.0,80.8,75.0
MP-0080,Technology & Digital,Manager,2024-10-01,168,129.0,28.0,11.0,77.0,75.0
MP-0080,Technology & Digital,Manager,2024-11-01,168,128.0,21.0,19.0,76.1,75.0
MP-0080,Technology & Digital,Manager,2024-12-01,168,93.0,37.0,38.0,55.5,75.0
MP-0081,Technology & Digital,Manager,2023-01-01,168,130.0,26.0,12.0,77.5,75.0
MP-0081,Technology & Digital,Manager,2023-02-01,168,124.0,42.0,2.0,73.6,75.0
MP-0081,Technology & Digital,Manager,2023-03-01,168,119.0,23.0,26.0,70.7,75.0
MP-0081,Technology & Digital,Manager,2023-04-01,168,124.0,29.0,15.0,74.1,75.0
MP-0081,Technology & Digital,Manager,2023-05-01,168,151.0,32.0,0.0,89.7,75.0
MP-0081,Technology & Digital,Manager,2023-06-01,168,113.0,35.0,20.0,67.4,75.0
MP-0081,Technology & Digital,Manager,2023-07-01,168,119.0,39.0,10.0,71.0,75.0
MP-0081,Technology & Digital,Manager,2023-08-01,168,109.0,18.0,41.0,64.8,75.0
MP-0081,Technology & Digital,Manager,2023-09-01,168,117.0,39.0,12.0,69.7,75.0
MP-0081,Technology & Digital,Manager,2023-10-01,168,130.0,41.0,0.0,77.1,75.0
MP-0081,Technology & Digital,Manager,2023-11-01,168,133.0,17.0,18.0,79.1,75.0
MP-0081,Technology & Digital,Manager,2023-12-01,168,91.0,42.0,35.0,54.3,75.0
MP-0081,Technology & Digital,Manager,2024-01-01,168,107.0,30.0,31.0,63.7,75.0
MP-0081,Technology & Digital,Manager,2024-02-01,168,99.0,30.0,39.0,59.1,75.0
MP-0081,Technology & Digital,Manager,2024-03-01,168,103.0,33.0,32.0,61.3,75.0
MP-0081,Technology & Digital,Manager,2024-04-01,168,133.0,25.0,10.0,79.3,75.0
MP-0081,Technology & Digital,Manager,2024-05-01,168,116.0,37.0,15.0,68.8,75.0
MP-0081,Technology & Digital,Manager,2024-06-01,168,122.0,24.0,22.0,72.7,75.0
MP-0081,Technology & Digital,Manager,2024-07-01,168,117.0,19.0,32.0,69.5,75.0
MP-0081,Technology & Digital,Manager,2024-08-01,168,121.0,31.0,16.0,71.7,75.0
MP-0081,Technology & Digital,Manager,2024-09-01,168,145.0,28.0,0.0,86.1,75.0
MP-0081,Technology & Digital,Manager,2024-10-01,168,146.0,18.0,4.0,87.0,75.0
MP-0081,Technology & Digital,Manager,2024-11-01,168,115.0,36.0,17.0,68.2,75.0
MP-0081,Technology & Digital,Manager,2024-12-01,168,111.0,24.0,33.0,66.0,75.0
MP-0082,Technology & Digital,Manager,2023-01-01,168,106.0,39.0,23.0,63.2,75.0
MP-0082,Technology & Digital,Manager,2023-02-01,168,145.0,21.0,2.0,86.4,75.0
MP-0082,Technology & Digital,Manager,2023-03-01,168,158.0,26.0,0.0,94.0,75.0
MP-0082,Technology & Digital,Manager,2023-04-01,168,117.0,27.0,24.0,69.6,75.0
MP-0082,Technology & Digital,Manager,2023-05-01,168,100.0,39.0,29.0,59.6,75.0
MP-0082,Technology & Digital,Manager,2023-06-01,168,112.0,41.0,15.0,66.6,75.0
MP-0082,Technology & Digital,Manager,2023-07-01,168,118.0,20.0,30.0,70.1,75.0
MP-0082,Technology & Digital,Manager,2023-08-01,168,113.0,34.0,21.0,67.1,75.0
MP-0082,Technology & Digital,Manager,2023-09-01,168,152.0,39.0,0.0,90.4,75.0
MP-0082,Technology & Digital,Manager,2023-10-01,168,132.0,22.0,14.0,78.6,75.0
MP-0082,Technology & Digital,Manager,2023-11-01,168,128.0,41.0,0.0,76.1,75.0
MP-0082,Technology & Digital,Manager,2023-12-01,168,126.0,23.0,19.0,74.8,75.0
MP-0082,Technology & Digital,Manager,2024-01-01,168,150.0,24.0,0.0,89.0,75.0
MP-0082,Technology & Digital,Manager,2024-02-01,168,130.0,37.0,1.0,77.4,75.0
MP-0082,Technology & Digital,Manager,2024-03-01,168,132.0,18.0,18.0,78.5,75.0
MP-0082,Technology & Digital,Manager,2024-04-01,168,147.0,29.0,0.0,87.3,75.0
MP-0082,Technology & Digital,Manager,2024-05-01,168,139.0,35.0,0.0,82.7,75.0
MP-0082,Technology & Digital,Manager,2024-06-01,168,150.0,35.0,0.0,89.5,75.0
MP-0082,Technology & Digital,Manager,2024-07-01,168,113.0,40.0,15.0,67.3,75.0
MP-0082,Technology & Digital,Manager,2024-08-01,168,106.0,17.0,45.0,63.3,75.0
MP-0082,Technology & Digital,Manager,2024-09-01,168,121.0,31.0,16.0,72.2,75.0
MP-0082,Technology & Digital,Manager,2024-10-01,168,157.0,19.0,0.0,93.7,75.0
MP-0082,Technology & Digital,Manager,2024-11-01,168,136.0,21.0,11.0,81.1,75.0
MP-0082,Technology & Digital,Manager,2024-12-01,168,115.0,29.0,24.0,68.2,75.0
MP-0083,Technology & Digital,Manager,2023-01-01,168,121.0,31.0,16.0,72.2,75.0
MP-0083,Technology & Digital,Manager,2023-02-01,168,139.0,22.0,7.0,82.6,75.0
MP-0083,Technology & Digital,Manager,2023-03-01,168,147.0,30.0,0.0,87.3,75.0
MP-0083,Technology & Digital,Manager,2023-04-01,168,128.0,20.0,20.0,76.3,75.0
MP-0083,Technology & Digital,Manager,2023-05-01,168,120.0,36.0,12.0,71.3,75.0
MP-0083,Technology & Digital,Manager,2023-06-01,168,138.0,19.0,11.0,82.4,75.0
MP-0083,Technology & Digital,Manager,2023-07-01,168,163.0,40.0,0.0,97.1,75.0
MP-0083,Technology & Digital,Manager,2023-08-01,168,115.0,28.0,25.0,68.7,75.0
MP-0083,Technology & Digital,Manager,2023-09-01,168,143.0,26.0,0.0,85.3,75.0
MP-0083,Technology & Digital,Manager,2023-10-01,168,143.0,25.0,0.0,84.9,75.0
MP-0083,Technology & Digital,Manager,2023-11-01,168,115.0,30.0,23.0,68.5,75.0
MP-0083,Technology & Digital,Manager,2023-12-01,168,111.0,26.0,31.0,66.0,75.0
MP-0083,Technology & Digital,Manager,2024-01-01,168,119.0,19.0,30.0,70.9,75.0
MP-0083,Technology & Digital,Manager,2024-02-01,168,142.0,30.0,0.0,84.8,75.0
MP-0083,Technology & Digital,Manager,2024-03-01,168,118.0,41.0,9.0,70.0,75.0
MP-0083,Technology & Digital,Manager,2024-04-01,168,130.0,19.0,19.0,77.4,75.0
MP-0083,Technology & Digital,Manager,2024-05-01,168,123.0,27.0,18.0,73.3,75.0
MP-0083,Technology & Digital,Manager,2024-06-01,168,111.0,21.0,36.0,66.3,75.0
MP-0083,Technology & Digital,Manager,2024-07-01,168,125.0,36.0,7.0,74.2,75.0
MP-0083,Technology & Digital,Manager,2024-08-01,168,130.0,37.0,1.0,77.4,75.0
MP-0083,Technology & Digital,Manager,2024-09-01,168,135.0,24.0,9.0,80.1,75.0
MP-0083,Technology & Digital,Manager,2024-10-01,168,132.0,23.0,13.0,78.7,75.0
MP-0083,Technology & Digital,Manager,2024-11-01,168,117.0,40.0,11.0,69.6,75.0
MP-0083,Technology & Digital,Manager,2024-12-01,168,132.0,30.0,6.0,78.4,75.0
MP-0084,Technology & Digital,Manager,2023-01-01,168,117.0,23.0,28.0,69.8,75.0
MP-0084,Technology & Digital,Manager,2023-02-01,168,128.0,26.0,14.0,76.3,75.0
MP-0084,Technology & Digital,Manager,2023-03-01,168,132.0,25.0,11.0,78.8,75.0
MP-0084,Technology & Digital,Manager,2023-04-01,168,112.0,35.0,21.0,66.5,75.0
MP-0084,Technology & Digital,Manager,2023-05-01,168,135.0,31.0,2.0,80.5,75.0
MP-0084,Technology & Digital,Manager,2023-06-01,168,130.0,42.0,0.0,77.6,75.0
MP-0084,Technology & Digital,Manager,2023-07-01,168,126.0,35.0,7.0,75.0,75.0
MP-0084,Technology & Digital,Manager,2023-08-01,168,85.0,41.0,42.0,50.8,75.0
MP-0084,Technology & Digital,Manager,2023-09-01,168,112.0,28.0,28.0,66.8,75.0
MP-0084,Technology & Digital,Manager,2023-10-01,168,134.0,27.0,7.0,79.7,75.0
MP-0084,Technology & Digital,Manager,2023-11-01,168,129.0,38.0,1.0,76.5,75.0
MP-0084,Technology & Digital,Manager,2023-12-01,168,121.0,36.0,11.0,71.9,75.0
MP-0084,Technology & Digital,Manager,2024-01-01,168,128.0,24.0,16.0,76.2,75.0
MP-0084,Technology & Digital,Manager,2024-02-01,168,143.0,40.0,0.0,85.1,75.0
MP-0084,Technology & Digital,Manager,2024-03-01,168,141.0,36.0,0.0,83.8,75.0
MP-0084,Technology & Digital,Manager,2024-04-01,168,136.0,32.0,0.0,80.9,75.0
MP-0084,Technology & Digital,Manager,2024-05-01,168,119.0,24.0,25.0,71.0,75.0
MP-0084,Technology & Digital,Manager,2024-06-01,168,139.0,23.0,6.0,82.7,75.0
MP-0084,Technology & Digital,Manager,2024-07-01,168,133.0,25.0,10.0,78.9,75.0
MP-0084,Technology & Digital,Manager,2024-08-01,168,113.0,21.0,34.0,67.3,75.0
MP-0084,Technology & Digital,Manager,2024-09-01,168,108.0,38.0,22.0,64.6,75.0
MP-0084,Technology & Digital,Manager,2024-10-01,168,140.0,29.0,0.0,83.6,75.0
MP-0084,Technology & Digital,Manager,2024-11-01,168,136.0,24.0,8.0,81.2,75.0
MP-0084,Technology & Digital,Manager,2024-12-01,168,124.0,19.0,25.0,73.7,75.0
MP-0085,Technology & Digital,Manager,2023-01-01,168,133.0,30.0,5.0,79.3,75.0
MP-0085,Technology & Digital,Manager,2023-02-01,168,116.0,38.0,14.0,69.1,75.0
MP-0085,Technology & Digital,Manager,2023-03-01,168,114.0,22.0,32.0,67.8,75.0
MP-0085,Technology & Digital,Manager,2023-04-01,168,121.0,26.0,21.0,71.8,75.0
MP-0085,Technology & Digital,Manager,2023-05-01,168,111.0,23.0,34.0,66.2,75.0
MP-0085,Technology & Digital,Manager,2023-06-01,168,128.0,29.0,11.0,76.2,75.0
MP-0085,Technology & Digital,Manager,2023-07-01,168,107.0,39.0,22.0,63.6,75.0
MP-0085,Technology & Digital,Manager,2023-08-01,168,110.0,25.0,33.0,65.3,75.0
MP-0085,Technology & Digital,Manager,2023-09-01,168,145.0,35.0,0.0,86.4,75.0
MP-0085,Technology & Digital,Manager,2023-10-01,168,128.0,26.0,14.0,76.3,75.0
MP-0085,Technology & Digital,Manager,2023-11-01,168,126.0,28.0,14.0,75.3,75.0
MP-0085,Technology & Digital,Manager,2023-12-01,168,116.0,21.0,31.0,69.1,75.0
MP-0085,Technology & Digital,Manager,2024-01-01,168,113.0,18.0,37.0,67.1,75.0
MP-0085,Technology & Digital,Manager,2024-02-01,168,155.0,25.0,0.0,92.3,75.0
MP-0085,Technology & Digital,Manager,2024-03-01,168,126.0,26.0,16.0,75.0,75.0
MP-0085,Technology & Digital,Manager,2024-04-01,168,104.0,23.0,41.0,62.1,75.0
MP-0085,Technology & Digital,Manager,2024-05-01,168,127.0,28.0,13.0,75.5,75.0
MP-0085,Technology & Digital,Manager,2024-06-01,168,103.0,32.0,33.0,61.1,75.0
MP-0085,Technology & Digital,Manager,2024-07-01,168,127.0,31.0,10.0,75.8,75.0
MP-0085,Technology & Digital,Manager,2024-08-01,168,110.0,36.0,22.0,65.5,75.0
MP-0085,Technology & Digital,Manager,2024-09-01,168,129.0,19.0,20.0,76.6,75.0
MP-0085,Technology & Digital,Manager,2024-10-01,168,137.0,36.0,0.0,81.4,75.0
MP-0085,Technology & Digital,Manager,2024-11-01,168,123.0,29.0,16.0,73.4,75.0
MP-0085,Technology & Digital,Manager,2024-12-01,168,125.0,30.0,13.0,74.3,75.0
MP-0086,Technology & Digital,Manager,2023-01-01,168,110.0,23.0,35.0,65.4,75.0
MP-0086,Technology & Digital,Manager,2023-02-01,168,120.0,24.0,24.0,71.5,75.0
MP-0086,Technology & Digital,Manager,2023-03-01,168,143.0,26.0,0.0,85.1,75.0
MP-0086,Technology & Digital,Manager,2023-04-01,168,120.0,35.0,13.0,71.7,75.0
MP-0086,Technology & Digital,Manager,2023-05-01,168,120.0,18.0,30.0,71.4,75.0
MP-0086,Technology & Digital,Manager,2023-06-01,168,123.0,38.0,7.0,73.1,75.0
MP-0086,Technology & Digital,Manager,2023-07-01,168,126.0,27.0,15.0,75.3,75.0
MP-0086,Technology & Digital,Manager,2023-08-01,168,107.0,35.0,26.0,63.6,75.0
MP-0086,Technology & Digital,Manager,2023-09-01,168,154.0,39.0,0.0,91.7,75.0
MP-0086,Technology & Digital,Manager,2023-10-01,168,138.0,23.0,7.0,82.2,75.0
MP-0086,Technology & Digital,Manager,2023-11-01,168,125.0,25.0,18.0,74.4,75.0
MP-0086,Technology & Digital,Manager,2023-12-01,168,115.0,40.0,13.0,68.4,75.0
MP-0086,Technology & Digital,Manager,2024-01-01,168,127.0,18.0,23.0,75.7,75.0
MP-0086,Technology & Digital,Manager,2024-02-01,168,113.0,33.0,22.0,67.5,75.0
MP-0086,Technology & Digital,Manager,2024-03-01,168,121.0,40.0,7.0,72.1,75.0
MP-0086,Technology & Digital,Manager,2024-04-01,168,126.0,37.0,5.0,74.9,75.0
MP-0086,Technology & Digital,Manager,2024-05-01,168,134.0,32.0,2.0,79.8,75.0
MP-0086,Technology & Digital,Manager,2024-06-01,168,128.0,27.0,13.0,76.5,75.0
MP-0086,Technology & Digital,Manager,2024-07-01,168,130.0,27.0,11.0,77.5,75.0
MP-0086,Technology & Digital,Manager,2024-08-01,168,113.0,27.0,28.0,67.3,75.0
MP-0086,Technology & Digital,Manager,2024-09-01,168,137.0,33.0,0.0,81.4,75.0
MP-0086,Technology & Digital,Manager,2024-10-01,168,118.0,19.0,31.0,70.1,75.0
MP-0086,Technology & Digital,Manager,2024-11-01,168,126.0,40.0,2.0,74.8,75.0
MP-0086,Technology & Digital,Manager,2024-12-01,168,102.0,32.0,34.0,60.5,75.0
MP-0087,Technology & Digital,Manager,2023-01-01,168,122.0,27.0,19.0,72.9,75.0
MP-0087,Technology & Digital,Manager,2023-02-01,168,121.0,29.0,18.0,72.2,75.0
MP-0087,Technology & Digital,Manager,2023-03-01,168,126.0,42.0,0.0,75.1,75.0
MP-0087,Technology & Digital,Manager,2023-04-01,168,135.0,37.0,0.0,80.6,75.0
MP-0087,Technology & Digital,Manager,2023-05-01,168,142.0,40.0,0.0,84.4,75.0
MP-0087,Technology & Digital,Manager,2023-06-01,168,120.0,23.0,25.0,71.3,75.0
MP-0087,Technology & Digital,Manager,2023-07-01,168,101.0,29.0,38.0,60.3,75.0
MP-0087,Technology & Digital,Manager,2023-08-01,168,92.0,38.0,38.0,54.7,75.0
MP-0087,Technology & Digital,Manager,2023-09-01,168,140.0,35.0,0.0,83.2,75.0
MP-0087,Technology & Digital,Manager,2023-10-01,168,125.0,20.0,23.0,74.2,75.0
MP-0087,Technology & Digital,Manager,2023-11-01,168,140.0,37.0,0.0,83.3,75.0
MP-0087,Technology & Digital,Manager,2023-12-01,168,94.0,23.0,51.0,56.0,75.0
MP-0087,Technology & Digital,Manager,2024-01-01,168,132.0,33.0,3.0,78.7,75.0
MP-0087,Technology & Digital,Manager,2024-02-01,168,123.0,41.0,4.0,73.3,75.0
MP-0087,Technology & Digital,Manager,2024-03-01,168,124.0,41.0,3.0,73.5,75.0
MP-0087,Technology & Digital,Manager,2024-04-01,168,124.0,17.0,27.0,74.1,75.0
MP-0087,Technology & Digital,Manager,2024-05-01,168,115.0,24.0,29.0,68.3,75.0
MP-0087,Technology & Digital,Manager,2024-06-01,168,116.0,18.0,34.0,69.3,75.0
MP-0087,Technology & Digital,Manager,2024-07-01,168,124.0,31.0,13.0,73.8,75.0
MP-0087,Technology & Digital,Manager,2024-08-01,168,136.0,28.0,4.0,80.8,75.0
MP-0087,Technology & Digital,Manager,2024-09-01,168,125.0,28.0,15.0,74.5,75.0
MP-0087,Technology & Digital,Manager,2024-10-01,168,139.0,20.0,9.0,82.6,75.0
MP-0087,Technology & Digital,Manager,2024-11-01,168,119.0,39.0,10.0,71.1,75.0
MP-0087,Technology & Digital,Manager,2024-12-01,168,122.0,40.0,6.0,72.5,75.0
MP-0088,Technology & Digital,Manager,2023-01-01,168,118.0,24.0,26.0,70.2,75.0
MP-0088,Technology & Digital,Manager,2023-02-01,168,122.0,41.0,5.0,72.8,75.0
MP-0088,Technology & Digital,Manager,2023-03-01,168,126.0,26.0,16.0,74.8,75.0
MP-0088,Technology & Digital,Manager,2023-04-01,168,141.0,37.0,0.0,83.7,75.0
MP-0088,Technology & Digital,Manager,2023-05-01,168,126.0,18.0,24.0,74.9,75.0
MP-0088,Technology & Digital,Manager,2023-06-01,168,118.0,20.0,30.0,70.5,75.0
MP-0088,Technology & Digital,Manager,2023-07-01,168,119.0,34.0,15.0,70.6,75.0
MP-0088,Technology & Digital,Manager,2023-08-01,168,110.0,26.0,32.0,65.7,75.0
MP-0088,Technology & Digital,Manager,2023-09-01,168,109.0,31.0,28.0,64.8,75.0
MP-0088,Technology & Digital,Manager,2023-10-01,168,104.0,23.0,41.0,62.1,75.0
MP-0088,Technology & Digital,Manager,2023-11-01,168,141.0,41.0,0.0,84.1,75.0
MP-0088,Technology & Digital,Manager,2023-12-01,168,120.0,39.0,9.0,71.7,75.0
MP-0088,Technology & Digital,Manager,2024-01-01,168,146.0,22.0,0.0,86.6,75.0
