engagement_id,client_name,client_industry,engagement_type,practice_area,region,start_date,end_date,duration_weeks,team_size,contracted_hours,actual_hours,scope_overrun_pct,avg_billing_rate_gbp,contracted_revenue_gbp,direct_cost_gbp,overhead_cost_gbp,total_cost_gbp,actual_cost_gbp,contracted_margin_gbp,contracted_margin_pct,actual_margin_gbp,actual_margin_pct,client_satisfaction_score,is_repeat_client
ENG-0108,Meridian Systems,Manufacturing,Operating Model Design,Operations & Supply Chain,London,2023-06-14,2023-08-23,10,8,227.0,291.0,28.3,214.0,48510.0,26017.0,3650.0,29667.0,35549.0,18843.0,38.8,12962.0,26.7,4.9,1
ENG-0109,Cobalt Systems,Healthcare & Pharma,Workforce Transformation,Financial Advisory,Bristol,2024-08-20,2024-10-15,8,4,135.0,135.0,0.0,279.0,37510.0,19109.0,2134.0,21243.0,21243.0,16267.0,43.4,16267.0,43.4,7.8,1
ENG-0110,Cobalt Group,Manufacturing,Process Optimisation,Strategy & Growth,Manchester,2023-05-13,2023-06-10,4,3,45.0,56.0,23.8,295.0,13415.0,7511.0,1069.0,8580.0,10012.0,4835.0,36.0,3403.0,25.4,7.3,1
ENG-0111,Sentinel Corp,Technology,Strategic Review,Strategy & Growth,Bristol,2024-08-14,2024-10-23,10,4,112.0,113.0,0.9,285.0,31944.0,16070.0,1463.0,17533.0,17640.0,14411.0,45.1,14304.0,44.8,8.0,1
ENG-0112,Apex Solutions,Retail & Consumer,Supply Chain Redesign,Strategy & Growth,Manchester,2024-08-27,2024-12-17,16,4,236.0,277.0,17.6,285.0,67095.0,34101.0,3569.0,37670.0,42307.0,29425.0,43.9,24788.0,36.9,6.8,0
ENG-0113,Cascade Solutions,Financial Services,Market Entry,Technology & Digital,London,2023-09-23,2023-12-16,12,4,210.0,217.0,3.2,275.0,57583.0,30221.0,3835.0,34056.0,34829.0,23527.0,40.9,22754.0,39.5,8.7,1
ENG-0114,Falcon Ltd,Financial Services,Workforce Transformation,Strategy & Growth,London,2024-05-08,2024-07-17,10,3,101.0,120.0,18.6,289.0,29313.0,13595.0,1983.0,15579.0,17607.0,13735.0,46.9,11706.0,39.9,8.5,1
ENG-0115,Atlas Partners,Retail & Consumer,Regulatory Compliance,Strategy & Growth,Birmingham,2024-10-03,2024-12-12,10,4,146.0,146.0,0.0,254.0,36923.0,20691.0,2396.0,23087.0,23087.0,13836.0,37.5,13836.0,37.5,8.4,1
ENG-0116,Meridian Holdings,Technology,M&A Due Diligence,Operations & Supply Chain,Birmingham,2023-10-25,2023-12-20,8,4,127.0,148.0,16.2,238.0,30248.0,16762.0,2452.0,19214.0,21394.0,11034.0,36.5,8854.0,29.3,7.2,1
ENG-0117,Sentinel Holdings,Manufacturing,Data Strategy,People & Organisation,London,2023-11-27,2024-02-05,10,2,64.0,79.0,22.6,231.0,14916.0,7862.0,1040.0,8902.0,10309.0,6013.0,40.3,4606.0,30.9,6.1,0
ENG-0118,Nexus Capital,Technology,Market Entry,Technology & Digital,Edinburgh,2023-12-10,2024-03-03,12,5,262.0,288.0,10.2,263.0,68889.0,34032.0,3778.0,37810.0,40519.0,31078.0,45.1,28370.0,41.2,8.8,1
ENG-0119,Apex Corp,Healthcare & Pharma,Workforce Transformation,Operations & Supply Chain,Edinburgh,2023-12-06,2024-01-17,6,4,94.0,94.0,0.0,255.0,23898.0,11580.0,1407.0,12987.0,12987.0,10911.0,45.7,10911.0,45.7,7.7,0
ENG-0120,Ironbridge International,Retail & Consumer,M&A Due Diligence,People & Organisation,Edinburgh,2023-11-12,2024-01-21,10,2,64.0,64.0,0.0,225.0,14437.0,7660.0,633.0,8293.0,8293.0,6144.0,42.6,6144.0,42.6,9.8,0
ENG-0121,Ember Capital,Financial Services,Data Strategy,Strategy & Growth,Birmingham,2024-09-22,2024-12-15,12,3,155.0,186.0,20.4,265.0,41105.0,19491.0,2875.0,22366.0,25553.0,18738.0,45.6,15552.0,37.8,7.6,0
ENG-0122,Zenith Systems,Healthcare & Pharma,Supply Chain Redesign,Strategy & Growth,London,2024-07-15,2024-09-23,10,3,125.0,125.0,0.0,288.0,35907.0,17536.0,2191.0,19727.0,19727.0,16180.0,45.1,16180.0,45.1,7.8,0
ENG-0123,Sentinel Systems,Healthcare & Pharma,Supply Chain Redesign,Financial Advisory,Birmingham,2024-05-05,2024-07-28,12,5,179.0,179.0,0.0,269.0,48245.0,26098.0,3315.0,29413.0,29413.0,18832.0,39.0,18832.0,39.0,7.4,0
ENG-0124,Meridian Corp,Energy & Utilities,Supply Chain Redesign,Financial Advisory,Manchester,2023-09-04,2023-11-13,10,3,106.0,112.0,6.3,236.0,24900.0,12963.0,1224.0,14186.0,14815.0,10713.0,43.0,10084.0,40.5,8.1,0
ENG-0125,Atlas Group,Telecommunications,Digital Transformation,Technology & Digital,Edinburgh,2024-01-20,2024-03-02,6,3,73.0,74.0,1.0,249.0,18219.0,9502.0,963.0,10464.0,10537.0,7754.0,42.6,7682.0,42.2,9.1,1
ENG-0126,Sterling Holdings,Manufacturing,Market Entry,Financial Advisory,Edinburgh,2024-04-24,2024-07-03,10,5,205.0,229.0,12.0,256.0,52367.0,26012.0,2843.0,28855.0,31277.0,23512.0,44.9,21089.0,40.3,6.5,1
ENG-0127,Zenith Industries,Financial Services,M&A Due Diligence,Technology & Digital,Birmingham,2023-08-14,2023-10-09,8,2,58.0,72.0,24.5,271.0,15770.0,8253.0,1098.0,9351.0,10956.0,6419.0,40.7,4814.0,30.5,6.0,1
ENG-0128,Atlas Solutions,Financial Services,Strategic Review,Strategy & Growth,Birmingham,2024-02-18,2024-04-28,10,2,87.0,87.0,0.0,278.0,24058.0,11663.0,1375.0,13038.0,13038.0,11020.0,45.8,11020.0,45.8,9.1,0
ENG-0129,Sterling Group,Telecommunications,Cost Reduction,People & Organisation,Manchester,2024-09-23,2025-02-10,20,10,679.0,741.0,9.2,216.0,146475.0,82187.0,7415.0,89602.0,95376.0,56873.0,38.8,51098.0,34.9,8.7,0
ENG-0130,Sentinel Group,Public Sector,Operating Model Design,Financial Advisory,London,2023-03-08,2023-05-17,10,4,150.0,155.0,3.3,309.0,46528.0,23470.0,2527.0,25997.0,26595.0,20531.0,44.1,19933.0,42.8,8.8,0
ENG-0131,Falcon Partners,Retail & Consumer,Workforce Transformation,People & Organisation,London,2023-02-25,2023-05-06,10,4,166.0,187.0,12.5,244.0,40585.0,20009.0,2220.0,22229.0,24166.0,18357.0,45.2,16419.0,40.5,8.5,0
ENG-0132,Sterling Corp,Manufacturing,Digital Transformation,Strategy & Growth,Edinburgh,2023-04-04,2023-06-27,12,3,133.0,143.0,7.2,330.0,44003.0,23215.0,3069.0,26284.0,27608.0,17719.0,40.3,16395.0,37.3,7.8,1
ENG-0133,Cobalt Enterprises,Public Sector,Strategic Review,Financial Advisory,Edinburgh,2023-11-30,2024-03-21,16,4,190.0,254.0,33.5,273.0,51953.0,24737.0,3097.0,27834.0,34357.0,24119.0,46.4,17596.0,33.9,4.9,0
ENG-0134,Nexus Partners,Retail & Consumer,Data Strategy,Financial Advisory,London,2024-09-19,2024-12-12,12,2,87.0,97.0,12.4,270.0,23367.0,12389.0,1611.0,14000.0,15214.0,9366.0,40.1,8152.0,34.9,8.8,1
ENG-0135,Astra Enterprises,Energy & Utilities,M&A Due Diligence,Financial Advisory,London,2023-07-29,2024-01-13,24,4,348.0,348.0,0.0,297.0,103387.0,46546.0,4046.0,50592.0,50592.0,52795.0,51.1,52795.0,51.1,9.3,0
ENG-0136,Sterling Industries,Telecommunications,Regulatory Compliance,Strategy & Growth,London,2024-04-17,2024-06-26,10,10,298.0,329.0,10.2,282.0,83965.0,42795.0,3513.0,46308.0,49617.0,37657.0,44.8,34348.0,40.9,7.5,1
ENG-0137,Sterling Enterprises,Telecommunications,Customer Experience,Technology & Digital,Edinburgh,2023-06-22,2023-08-03,6,4,99.0,99.0,0.0,287.0,28300.0,14785.0,1998.0,16783.0,16783.0,11517.0,40.7,11517.0,40.7,8.5,0
ENG-0138,Falcon Industries,Manufacturing,M&A Due Diligence,People & Organisation,Edinburgh,2023-11-05,2024-04-21,24,6,549.0,549.0,0.0,240.0,131578.0,72383.0,8610.0,80992.0,80992.0,50586.0,38.4,50586.0,38.4,7.6,0
ENG-0139,Cobalt Capital,Public Sector,Strategic Review,Financial Advisory,Birmingham,2023-10-06,2023-12-15,10,5,142.0,142.0,0.0,256.0,36372.0,18888.0,2543.0,21431.0,21431.0,14942.0,41.1,14942.0,41.1,9.2,0
ENG-0140,Pinnacle Group,Technology,Digital Transformation,Financial Advisory,London,2023-03-08,2023-05-31,12,4,187.0,190.0,1.3,271.0,50621.0,25189.0,2852.0,28041.0,28300.0,22580.0,44.6,22322.0,44.1,8.4,1
ENG-0141,Helix Holdings,Financial Services,Workforce Transformation,People & Organisation,London,2024-06-16,2024-08-11,8,10,253.0,281.0,10.9,243.0,61532.0,30306.0,3498.0,33804.0,36394.0,27728.0,45.1,25138.0,40.9,7.5,0
ENG-0142,Crest Industries,Technology,Regulatory Compliance,People & Organisation,London,2023-11-28,2024-05-14,24,3,255.0,295.0,15.7,205.0,52113.0,27804.0,4088.0,31892.0,35407.0,20221.0,38.8,16706.0,32.1,6.0,0
ENG-0143,Cobalt Enterprises,Energy & Utilities,Customer Experience,Financial Advisory,London,2024-08-15,2024-09-26,6,3,54.0,67.0,24.2,261.0,14151.0,7798.0,676.0,8475.0,9911.0,5676.0,40.1,4240.0,30.0,6.2,0
ENG-0144,Sentinel Systems,Manufacturing,Supply Chain Redesign,Financial Advisory,London,2024-10-09,2025-01-01,12,5,235.0,237.0,1.1,277.0,64986.0,34764.0,5182.0,39946.0,40257.0,25040.0,38.5,24729.0,38.1,8.5,1
ENG-0145,Astra Capital,Telecommunications,M&A Due Diligence,People & Organisation,Edinburgh,2023-12-01,2024-02-23,12,8,394.0,451.0,14.3,217.0,85451.0,44344.0,6549.0,50893.0,56000.0,34559.0,40.4,29452.0,34.5,8.4,1
ENG-0146,Pinnacle Solutions,Public Sector,Data Strategy,Strategy & Growth,Bristol,2023-01-14,2023-03-11,8,2,55.0,64.0,16.8,307.0,16765.0,8544.0,993.0,9537.0,10657.0,7228.0,43.1,6108.0,36.4,6.4,1
ENG-0147,Ironbridge International,Energy & Utilities,Customer Experience,Financial Advisory,London,2023-09-26,2023-12-05,10,2,60.0,60.0,0.0,282.0,16893.0,8161.0,737.0,8899.0,8899.0,7994.0,47.3,7994.0,47.3,7.8,1
ENG-0148,Astra Corp,Financial Services,Data Strategy,Financial Advisory,London,2024-10-05,2024-12-14,10,5,197.0,221.0,12.5,284.0,55745.0,29683.0,2820.0,32503.0,35338.0,23241.0,41.7,20407.0,36.6,9.0,0
ENG-0149,Vanguard Ltd,Telecommunications,M&A Due Diligence,Technology & Digital,London,2024-02-29,2024-05-09,10,6,217.0,241.0,11.2,274.0,59400.0,29368.0,4077.0,33444.0,36065.0,25956.0,43.7,23335.0,39.3,8.1,1
ENG-0150,Sterling Industries,Healthcare & Pharma,Process Optimisation,People & Organisation,London,2024-01-07,2024-08-18,32,3,363.0,363.0,0.0,219.0,79616.0,40964.0,5043.0,46007.0,46007.0,33609.0,42.2,33609.0,42.2,8.5,0
ENG-0151,Monarch International,Technology,Customer Experience,Strategy & Growth,Edinburgh,2024-09-25,2024-12-18,12,5,170.0,193.0,13.7,279.0,47229.0,22934.0,2791.0,25725.0,28194.0,21504.0,45.5,19035.0,40.3,7.7,0
ENG-0152,Cascade Solutions,Healthcare & Pharma,Customer Experience,People & Organisation,Edinburgh,2024-03-27,2024-08-14,20,4,266.0,273.0,2.7,232.0,61582.0,32344.0,4391.0,36734.0,37440.0,24847.0,40.3,24141.0,39.2,8.7,1
ENG-0153,Helix Partners,Telecommunications,Cost Reduction,Financial Advisory,London,2023-09-06,2023-12-27,16,4,226.0,257.0,13.4,268.0,60771.0,30622.0,3313.0,33934.0,37120.0,26837.0,44.2,23651.0,38.9,8.2,0
ENG-0154,Pinnacle Corp,Healthcare & Pharma,Market Entry,People & Organisation,London,2024-01-27,2024-05-18,16,5,227.0,227.0,0.0,233.0,52841.0,25954.0,3385.0,29339.0,29339.0,23502.0,44.5,23502.0,44.5,8.4,0
ENG-0155,Pinnacle Industries,Public Sector,Data Strategy,Strategy & Growth,London,2024-03-18,2024-06-10,12,5,238.0,260.0,9.2,308.0,73077.0,37523.0,4266.0,41788.0,44482.0,31289.0,42.8,28595.0,39.1,8.5,0
ENG-0156,Vanguard Enterprises,Healthcare & Pharma,Customer Experience,People & Organisation,Birmingham,2023-01-27,2023-09-08,32,8,1107.0,1328.0,19.9,255.0,282125.0,153953.0,13692.0,167644.0,191003.0,114480.0,40.6,91122.0,32.3,9.2,0
ENG-0157,Ironbridge International,Manufacturing,Customer Experience,Strategy & Growth,Bristol,2023-08-30,2023-12-20,16,5,353.0,353.0,0.0,303.0,106916.0,56104.0,5310.0,61413.0,61413.0,45503.0,42.6,45503.0,42.6,7.9,1
ENG-0158,Crest Systems,Manufacturing,Regulatory Compliance,People & Organisation,Manchester,2024-01-20,2024-08-31,32,6,821.0,821.0,0.0,261.0,214552.0,123530.0,15659.0,139189.0,139189.0,75363.0,35.1,75363.0,35.1,8.6,0
ENG-0159,Cobalt Group,Technology,Process Optimisation,Operations & Supply Chain,Bristol,2023-03-08,2023-05-31,12,2,72.0,72.0,0.0,242.0,17420.0,8932.0,895.0,9826.0,9826.0,7593.0,43.6,7593.0,43.6,7.9,0
ENG-0160,Falcon Industries,Telecommunications,Data Strategy,People & Organisation,Bristol,2024-03-26,2024-04-23,4,3,46.0,48.0,4.6,259.0,11956.0,6177.0,828.0,7005.0,7228.0,4951.0,41.4,4728.0,39.5,7.0,0
ENG-0161,Crest International,Public Sector,Customer Experience,Operations & Supply Chain,London,2023-03-02,2023-05-25,12,4,152.0,179.0,17.7,254.0,38549.0,19776.0,1824.0,21600.0,24280.0,16950.0,44.0,14269.0,37.0,8.7,0
ENG-0162,Sentinel Solutions,Retail & Consumer,M&A Due Diligence,Strategy & Growth,Manchester,2024-03-20,2024-05-15,8,5,143.0,158.0,10.4,258.0,36964.0,18857.0,2721.0,21578.0,23154.0,15386.0,41.6,13810.0,37.4,7.2,1
ENG-0163,Nexus Ltd,Healthcare & Pharma,M&A Due Diligence,People & Organisation,Bristol,2023-03-07,2023-05-02,8,8,287.0,287.0,0.0,245.0,70438.0,33044.0,4123.0,37166.0,37166.0,33272.0,47.2,33272.0,47.2,8.9,0
ENG-0164,Cascade International,Technology,Supply Chain Redesign,Operations & Supply Chain,London,2023-08-22,2023-10-17,8,4,134.0,149.0,11.3,232.0,31005.0,15776.0,2055.0,17831.0,19245.0,13175.0,42.5,11760.0,37.9,7.9,0
ENG-0165,Cobalt Capital,Retail & Consumer,Market Entry,Strategy & Growth,Bristol,2024-09-06,2024-12-27,16,10,603.0,630.0,4.5,278.0,167467.0,87644.0,8563.0,96207.0,99218.0,71261.0,42.6,68249.0,40.8,7.6,0
ENG-0166,Horizon Solutions,Technology,Regulatory Compliance,Technology & Digital,London,2024-09-24,2025-03-11,24,4,342.0,342.0,0.0,267.0,91249.0,44152.0,4135.0,48286.0,48286.0,42962.0,47.1,42962.0,47.1,9.7,0
ENG-0167,Pinnacle Systems,Telecommunications,Operating Model Design,Financial Advisory,Manchester,2023-06-23,2023-08-04,6,5,118.0,118.0,0.0,280.0,33101.0,19516.0,2614.0,22130.0,22130.0,10971.0,33.1,10971.0,33.1,7.8,0
ENG-0168,Meridian International,Healthcare & Pharma,Cost Reduction,Technology & Digital,London,2023-06-11,2023-07-09,4,3,47.0,47.0,1.7,261.0,12183.0,6405.0,787.0,7192.0,7276.0,4991.0,41.0,4906.0,40.3,10.0,0
ENG-0169,Ironbridge Partners,Manufacturing,Digital Transformation,Strategy & Growth,London,2024-03-12,2024-04-09,4,3,44.0,45.0,3.8,269.0,11724.0,6374.0,927.0,7301.0,7493.0,4423.0,37.7,4231.0,36.1,7.6,1
ENG-0170,Helix Industries,Manufacturing,Regulatory Compliance,Financial Advisory,Manchester,2024-02-27,2024-05-07,10,5,221.0,256.0,15.6,247.0,54781.0,29748.0,2699.0,32447.0,35994.0,22334.0,40.8,18788.0,34.3,6.9,1
ENG-0171,Ironbridge Capital,Telecommunications,Cost Reduction,People & Organisation,Bristol,2024-09-07,2024-10-19,6,5,132.0,132.0,0.0,228.0,30151.0,15800.0,1780.0,17580.0,17580.0,12571.0,41.7,12571.0,41.7,7.2,1
ENG-0172,Ember Corp,Technology,Process Optimisation,Technology & Digital,London,2024-08-13,2025-03-25,32,5,549.0,606.0,10.4,254.0,139429.0,79739.0,6797.0,86537.0,92818.0,52892.0,37.9,46611.0,33.4,6.9,0
ENG-0173,Apex Enterprises,Technology,Process Optimisation,People & Organisation,Manchester,2024-08-31,2024-11-23,12,6,201.0,201.0,0.0,243.0,48953.0,26403.0,3365.0,29768.0,29768.0,19185.0,39.2,19185.0,39.2,8.4,0
ENG-0174,Monarch PLC,Public Sector,Customer Experience,Strategy & Growth,Birmingham,2023-01-13,2023-02-24,6,6,131.0,131.0,0.0,314.0,41035.0,20995.0,2238.0,23232.0,23232.0,17802.0,43.4,17802.0,43.4,8.6,0
ENG-0175,Horizon PLC,Retail & Consumer,Workforce Transformation,Technology & Digital,London,2024-09-19,2024-10-17,4,4,49.0,49.0,0.0,286.0,14123.0,7294.0,935.0,8229.0,8229.0,5895.0,41.7,5895.0,41.7,8.3,0
ENG-0176,Nexus Holdings,Technology,Regulatory Compliance,Strategy & Growth,London,2024-01-12,2024-05-31,20,4,328.0,441.0,34.8,330.0,108150.0,55103.0,5045.0,60148.0,74787.0,48002.0,44.4,33362.0,30.8,4.4,0
ENG-0177,Sentinel Enterprises,Energy & Utilities,Regulatory Compliance,Operations & Supply Chain,Bristol,2024-09-21,2025-02-08,20,5,385.0,448.0,16.5,255.0,98196.0,48378.0,6735.0,55113.0,61485.0,43084.0,43.9,36711.0,37.4,7.9,0
ENG-0178,Cascade Partners,Financial Services,Regulatory Compliance,Financial Advisory,Edinburgh,2023-10-20,2023-12-15,8,4,125.0,135.0,8.5,283.0,35294.0,18657.0,1607.0,20264.0,21465.0,15031.0,42.6,13830.0,39.2,8.2,0
ENG-0179,Horizon Enterprises,Financial Services,Digital Transformation,People & Organisation,London,2023-10-07,2023-11-04,4,2,34.0,35.0,2.3,245.0,8298.0,4366.0,438.0,4804.0,4882.0,3494.0,42.1,3416.0,41.2,6.1,0
ENG-0180,Falcon Group,Energy & Utilities,Data Strategy,Strategy & Growth,Birmingham,2024-06-04,2024-09-24,16,4,278.0,278.0,0.0,282.0,78561.0,40990.0,4941.0,45932.0,45932.0,32629.0,41.5,32629.0,41.5,9.6,0
ENG-0181,Falcon Ltd,Public Sector,Supply Chain Redesign,Technology & Digital,London,2023-05-02,2023-06-13,6,6,153.0,172.0,12.5,251.0,38374.0,21350.0,2843.0,24193.0,26312.0,14180.0,37.0,12062.0,31.4,8.1,1
ENG-0182,Helix Partners,Financial Services,Operating Model Design,Financial Advisory,Edinburgh,2023-12-16,2024-01-27,6,5,95.0,95.0,0.8,276.0,26088.0,12706.0,1558.0,14264.0,14346.0,11824.0,45.3,11742.0,45.0,8.8,1
ENG-0183,Sentinel Capital,Manufacturing,Strategic Review,Technology & Digital,Birmingham,2023-07-03,2023-09-25,12,5,236.0,236.0,0.0,261.0,61787.0,32826.0,2660.0,35486.0,35486.0,26301.0,42.6,26301.0,42.6,7.9,0
ENG-0184,Crest PLC,Energy & Utilities,Data Strategy,People & Organisation,London,2023-12-24,2024-03-03,10,5,186.0,228.0,22.6,222.0,41259.0,21346.0,2641.0,23986.0,27789.0,17273.0,41.9,13471.0,32.6,7.1,0
ENG-0185,Ember International,Public Sector,Market Entry,People & Organisation,Birmingham,2023-09-21,2023-12-14,12,2,89.0,117.0,32.2,246.0,21893.0,11010.0,1524.0,12535.0,15357.0,9359.0,42.7,6536.0,29.9,6.7,0
ENG-0186,Horizon Systems,Public Sector,Cost Reduction,Strategy & Growth,Bristol,2023-03-21,2023-05-30,10,2,90.0,101.0,12.6,216.0,19348.0,10500.0,1258.0,11758.0,12795.0,7590.0,39.2,6553.0,33.9,7.5,1
ENG-0187,Sterling Holdings,Technology,Customer Experience,Technology & Digital,London,2023-04-02,2023-07-23,16,4,194.0,221.0,13.9,235.0,45786.0,24035.0,3440.0,27475.0,30143.0,18311.0,40.0,15642.0,34.2,7.8,0
ENG-0188,Astra International,Financial Services,Operating Model Design,People & Organisation,London,2023-08-11,2023-12-29,20,4,262.0,301.0,14.8,228.0,59819.0,31573.0,3451.0,35024.0,38650.0,24795.0,41.5,21169.0,35.4,7.1,0
ENG-0189,Nexus PLC,Manufacturing,Data Strategy,Financial Advisory,Edinburgh,2023-03-19,2023-07-09,16,2,111.0,128.0,14.7,301.0,33476.0,17001.0,1546.0,18547.0,20461.0,14929.0,44.6,13014.0,38.9,5.8,0
ENG-0190,Monarch Enterprises,Technology,Workforce Transformation,Strategy & Growth,Edinburgh,2024-01-13,2024-05-04,16,5,357.0,361.0,1.2,321.0,114436.0,57651.0,5106.0,62757.0,63305.0,51679.0,45.2,51131.0,44.7,8.3,0
ENG-0191,Sterling Partners,Telecommunications,Customer Experience,Financial Advisory,Manchester,2023-05-13,2023-07-08,8,3,99.0,99.0,0.0,258.0,25549.0,12766.0,1536.0,14303.0,14303.0,11246.0,44.0,11246.0,44.0,9.6,0
ENG-0192,Astra Partners,Financial Services,Data Strategy,Strategy & Growth,London,2024-02-29,2024-04-25,8,3,89.0,104.0,17.0,290.0,25810.0,12238.0,1636.0,13874.0,15527.0,11936.0,46.2,10283.0,39.8,7.7,0
ENG-0193,Atlas International,Financial Services,Cost Reduction,Technology & Digital,Manchester,2024-01-02,2024-04-23,16,3,147.0,147.0,0.0,251.0,37064.0,20363.0,2212.0,22575.0,22575.0,14489.0,39.1,14489.0,39.1,9.1,0
ENG-0194,Nexus PLC,Energy & Utilities,Digital Transformation,People & Organisation,Bristol,2024-02-22,2024-06-13,16,6,349.0,349.0,0.0,252.0,87741.0,44876.0,5458.0,50334.0,50334.0,37407.0,42.6,37407.0,42.6,7.5,1
ENG-0195,Monarch Ltd,Public Sector,Strategic Review,Strategy & Growth,Manchester,2024-07-14,2024-10-06,12,5,216.0,234.0,8.4,289.0,62365.0,31028.0,2915.0,33943.0,35936.0,28422.0,45.6,26429.0,42.4,9.7,0
ENG-0196,Sterling Capital,Energy & Utilities,Cost Reduction,Strategy & Growth,Birmingham,2024-08-10,2024-09-07,4,4,72.0,77.0,7.3,283.0,20269.0,9726.0,1012.0,10738.0,11290.0,9532.0,47.0,8980.0,44.3,7.4,0
ENG-0197,Cascade Industries,Public Sector,Supply Chain Redesign,People & Organisation,Birmingham,2024-08-09,2024-10-04,8,3,75.0,77.0,2.5,226.0,16920.0,8105.0,944.0,9049.0,9209.0,7871.0,46.5,7711.0,45.6,8.8,1
ENG-0198,Cascade Ltd,Manufacturing,Regulatory Compliance,Strategy & Growth,London,2024-03-29,2024-06-07,10,4,165.0,194.0,17.9,281.0,46265.0,26215.0,2886.0,29101.0,32754.0,17164.0,37.1,13511.0,29.2,6.8,0
ENG-0199,Cascade Solutions,Energy & Utilities,Digital Transformation,Technology & Digital,London,2024-07-12,2024-11-29,20,2,110.0,119.0,8.1,258.0,28398.0,14896.0,1938.0,16834.0,17790.0,11565.0,40.7,10608.0,37.4,7.7,0
ENG-0200,Pinnacle Group,Telecommunications,Strategic Review,Financial Advisory,Bristol,2023-09-10,2023-11-05,8,4,91.0,109.0,19.1,255.0,23258.0,12016.0,1012.0,13028.0,14765.0,10231.0,44.0,8493.0,36.5,6.8,0
ENG-0201,Meridian International,Technology,Digital Transformation,Technology & Digital,Manchester,2024-07-28,2024-09-22,8,5,120.0,138.0,14.8,242.0,29115.0,16243.0,1495.0,17739.0,19574.0,11377.0,39.1,9541.0,32.8,7.8,0
ENG-0202,Monarch Capital,Manufacturing,Market Entry,Financial Advisory,London,2023-05-08,2023-07-31,12,8,394.0,484.0,23.0,254.0,99804.0,47994.0,6039.0,54034.0,62732.0,45771.0,45.9,37073.0,37.1,7.3,1
ENG-0203,Astra International,Retail & Consumer,M&A Due Diligence,Technology & Digital,Edinburgh,2024-07-19,2024-10-11,12,8,294.0,323.0,9.9,256.0,75230.0,35444.0,3413.0,38857.0,41539.0,36374.0,48.3,33691.0,44.8,9.1,1
ENG-0204,Atlas Solutions,Energy & Utilities,M&A Due Diligence,Technology & Digital,London,2023-09-09,2023-11-04,8,4,114.0,114.0,0.0,257.0,29345.0,14643.0,1408.0,16051.0,16051.0,13295.0,45.3,13295.0,45.3,7.7,0
ENG-0205,Falcon Partners,Healthcare & Pharma,Cost Reduction,Operations & Supply Chain,Birmingham,2024-05-23,2024-07-04,6,2,53.0,63.0,18.4,244.0,12879.0,6732.0,675.0,7407.0,8363.0,5473.0,42.5,4517.0,35.1,6.3,0
ENG-0206,Cobalt Capital,Healthcare & Pharma,Operating Model Design,Strategy & Growth,London,2023-07-11,2023-10-31,16,6,395.0,395.0,0.0,286.0,113006.0,55296.0,8126.0,63422.0,63422.0,49584.0,43.9,49584.0,43.9,7.1,0
ENG-0207,Sentinel PLC,Energy & Utilities,M&A Due Diligence,Strategy & Growth,London,2023-05-16,2023-07-25,10,2,55.0,65.0,17.5,288.0,15996.0,8325.0,861.0,9186.0,10315.0,6810.0,42.6,5682.0,35.5,6.7,1
ENG-0208,Cobalt Partners,Technology,Data Strategy,Financial Advisory,Birmingham,2023-09-29,2023-12-08,10,4,121.0,138.0,13.9,256.0,31077.0,15427.0,1240.0,16667.0,18284.0,14411.0,46.4,12794.0,41.2,7.7,1
ENG-0209,Nexus Capital,Manufacturing,Strategic Review,Financial Advisory,London,2024-02-17,2024-04-13,8,10,265.0,318.0,20.0,254.0,67179.0,36695.0,4910.0,41606.0,47441.0,25573.0,38.1,19738.0,29.4,7.4,0
ENG-0210,Pinnacle International,Energy & Utilities,Regulatory Compliance,Operations & Supply Chain,London,2023-05-21,2023-07-30,10,4,121.0,137.0,13.2,249.0,30122.0,16463.0,1828.0,18291.0,19976.0,11831.0,39.3,10146.0,33.7,8.4,0
ENG-0211,Apex Ltd,Public Sector,Supply Chain Redesign,Operations & Supply Chain,Manchester,2023-11-22,2023-12-20,4,5,57.0,57.0,0.0,224.0,12819.0,6724.0,610.0,7334.0,7334.0,5485.0,42.8,5485.0,42.8,9.6,1
ENG-0212,Meridian Ltd,Financial Services,Cost Reduction,Technology & Digital,Manchester,2023-04-04,2023-07-25,16,10,488.0,488.0,0.0,271.0,132135.0,65914.0,9823.0,75738.0,75738.0,56397.0,42.7,56397.0,42.7,7.6,0
ENG-0213,Sterling Industries,Manufacturing,Digital Transformation,People & Organisation,Birmingham,2024-08-09,2024-11-01,12,4,213.0,218.0,2.4,236.0,50238.0,25630.0,3517.0,29147.0,29633.0,21091.0,42.0,20606.0,41.0,7.7,1
ENG-0214,Helix Industries,Public Sector,M&A Due Diligence,Operations & Supply Chain,London,2024-06-15,2024-07-27,6,10,201.0,208.0,3.2,219.0,44140.0,22202.0,2436.0,24638.0,25185.0,19501.0,44.2,18955.0,42.9,10.0,1
ENG-0215,Vertex Systems,Telecommunications,Market Entry,People & Organisation,Edinburgh,2023-05-13,2023-07-22,10,3,108.0,108.0,0.0,247.0,26577.0,13953.0,1302.0,15254.0,15254.0,11323.0,42.6,11323.0,42.6,9.0,0
ENG-0216,Nexus International,Telecommunications,Supply Chain Redesign,Technology & Digital,Edinburgh,2023-03-14,2023-04-25,6,4,100.0,129.0,28.6,265.0,26493.0,13459.0,1363.0,14822.0,17787.0,11671.0,44.1,8706.0,32.9,7.2,0
